"Date","USD","EUR","CNY","RUB"
"01.01.2000","138.2","143.65","16.69","5.03"
"02.01.2000","138.2","143.65","16.69","5.03"
"03.01.2000","138.2","143.65","16.69","5.03"
"04.01.2000","138.2","143.65","16.69","5.03"
"05.01.2000","138.2","146.55","16.69","5.03"
"06.01.2000","138.2","146.55","16.69","5.03"
"07.01.2000","138.2","146.55","16.69","5.03"
"08.01.2000","138.7","146.35","16.75","5"
"09.01.2000","138.7","146.35","16.75","5"
"10.01.2000","138.7","146.35","16.75","5"
"11.01.2000","138.7","146.35","16.75","5"
"12.01.2000","138.95","145.91","16.78","4.8"
"13.01.2000","138.95","145.91","16.78","4.8"
"14.01.2000","138.95","145.91","16.78","4.8"
"15.01.2000","139.4","147.03","16.84","4.81"
"16.01.2000","139.4","147.03","16.84","4.81"
"17.01.2000","139.4","147.03","16.84","4.81"
"18.01.2000","139.4","147.03","16.84","4.81"
"19.01.2000","139.5","143.75","16.85","4.81"
"20.01.2000","139.5","143.75","16.85","4.81"
"21.01.2000","139.5","143.75","16.85","4.81"
"22.01.2000","139.5","145.73","16.85","4.81"
"23.01.2000","139.5","145.73","16.85","4.81"
"24.01.2000","139.5","145.73","16.85","4.81"
"25.01.2000","139.5","145.73","16.85","4.81"
"26.01.2000","139.5","145.76","16.85","4.81"
"27.01.2000","139.5","145.76","16.85","4.81"
"28.01.2000","139.5","145.76","16.85","4.81"
"29.01.2000","139.45","142.17","16.85","4.81"
"30.01.2000","139.45","142.17","16.85","4.81"
"31.01.2000","139.45","142.17","16.85","4.81"
"01.02.2000","139.45","142.17","16.85","4.81"
"02.02.2000","139.4","140","16.84","4.81"
"03.02.2000","139.4","140","16.84","4.81"
"04.02.2000","139.4","140","16.84","4.81"
"05.02.2000","139.45","139.95","16.84","4.81"
"06.02.2000","139.45","139.95","16.84","4.81"
"07.02.2000","139.45","139.95","16.84","4.81"
"08.02.2000","139.45","139.95","16.84","4.81"
"09.02.2000","139.65","140.1","16.87","4.82"
"10.02.2000","139.65","140.1","16.87","4.82"
"11.02.2000","139.65","140.1","16.87","4.82"
"12.02.2000","139.85","140.12","16.89","4.82"
"13.02.2000","139.85","140.12","16.89","4.82"
"14.02.2000","139.85","140.12","16.89","4.82"
"15.02.2000","139.85","140.12","16.89","4.82"
"16.02.2000","139.85","140","16.89","4.82"
"17.02.2000","139.85","140","16.89","4.82"
"18.02.2000","139.85","140","16.89","4.82"
"19.02.2000","139.95","139.65","16.91","4.83"
"20.02.2000","139.95","139.65","16.91","4.83"
"21.02.2000","139.95","139.65","16.91","4.83"
"22.02.2000","139.95","139.65","16.91","4.83"
"23.02.2000","140.1","141.59","16.93","4.83"
"24.02.2000","140.1","141.59","16.93","4.83"
"25.02.2000","140.1","141.59","16.93","4.83"
"26.02.2000","140.15","141.52","16.93","4.83"
"27.02.2000","140.15","141.52","16.93","4.83"
"28.02.2000","140.15","141.52","16.93","4.83"
"29.02.2000","140.15","141.52","16.93","4.83"
"01.03.2000","140.5","139.74","16.97","4.85"
"02.03.2000","140.5","139.74","16.97","4.85"
"03.03.2000","140.5","139.74","16.97","4.85"
"04.03.2000","140.85","139.43","17.01","4.86"
"05.03.2000","140.85","139.43","17.01","4.86"
"06.03.2000","140.85","139.43","17.01","4.86"
"07.03.2000","140.85","139.43","17.01","4.86"
"08.03.2000","141.05","139","17.04","4.86"
"09.03.2000","141.05","139","17.04","4.86"
"10.03.2000","141.05","139","17.04","4.86"
"11.03.2000","141.3","139.39","17.07","4.87"
"12.03.2000","141.3","139.39","17.07","4.87"
"13.03.2000","141.3","139.39","17.07","4.87"
"14.03.2000","141.3","139.39","17.07","4.87"
"15.03.2000","141.3","139.64","17.07","4.87"
"16.03.2000","141.3","139.64","17.07","4.87"
"17.03.2000","141.3","139.64","17.07","4.87"
"18.03.2000","141.5","140.25","17.09","4.88"
"19.03.2000","141.5","140.25","17.09","4.88"
"20.03.2000","141.5","140.25","17.09","4.88"
"21.03.2000","141.5","140.25","17.09","4.88"
"22.03.2000","141.45","140.71","17.09","4.91"
"23.03.2000","141.45","140.71","17.09","4.91"
"24.03.2000","141.45","140.71","17.09","4.91"
"25.03.2000","141.6","141.02","17.1","4.91"
"26.03.2000","141.6","141.02","17.1","4.91"
"27.03.2000","141.6","141.02","17.1","4.91"
"28.03.2000","141.6","141.02","17.1","4.91"
"29.03.2000","141.8","139.82","17.13","4.98"
"30.03.2000","141.8","139.82","17.13","4.98"
"31.03.2000","141.8","139.82","17.13","4.98"
"01.04.2000","141.9","140.53","17.14","4.9"
"02.04.2000","141.9","140.53","17.14","4.9"
"03.04.2000","141.9","140.53","17.14","4.9"
"04.04.2000","141.9","140.53","17.14","4.9"
"05.04.2000","141.9","139.09","17.14","4.89"
"06.04.2000","141.9","139.09","17.14","4.89"
"07.04.2000","141.9","139.09","17.14","4.89"
"08.04.2000","142.25","140.98","17.18","4.91"
"09.04.2000","142.25","140.98","17.18","4.91"
"10.04.2000","142.25","140.98","17.18","4.91"
"11.04.2000","142.25","140.98","17.18","4.91"
"12.04.2000","142.4","140.38","17.2","4.94"
"13.04.2000","142.4","140.38","17.2","4.94"
"14.04.2000","142.4","140.38","17.2","4.94"
"15.04.2000","142.25","140.89","17.18","4.96"
"16.04.2000","142.25","140.89","17.18","4.96"
"17.04.2000","142.25","140.89","17.18","4.96"
"18.04.2000","142.25","140.89","17.18","4.96"
"19.04.2000","142.25","140.23","17.18","4.91"
"20.04.2000","142.25","140.23","17.18","4.91"
"21.04.2000","142.25","140.23","17.18","4.91"
"22.04.2000","142.25","136.48","17.18","4.91"
"23.04.2000","142.25","136.48","17.18","4.91"
"24.04.2000","142.25","136.48","17.18","4.91"
"25.04.2000","142.25","136.48","17.18","4.91"
"26.04.2000","142.15","136.11","17.17","4.9"
"27.04.2000","142.15","136.11","17.17","4.9"
"28.04.2000","142.15","136.11","17.17","4.9"
"29.04.2000","142.15","132.07","17.17","4.9"
"30.04.2000","142.15","132.07","17.17","4.9"
"01.05.2000","142.15","132.07","17.17","4.9"
"02.05.2000","142.15","132.07","17.17","4.9"
"03.05.2000","142.1","132.81","17.16","4.93"
"04.05.2000","142.1","132.81","17.16","4.93"
"05.05.2000","142.1","132.81","17.16","4.93"
"06.05.2000","142.1","134.96","17.16","4.92"
"07.05.2000","142.1","134.96","17.16","4.92"
"08.05.2000","142.1","134.96","17.16","4.92"
"09.05.2000","142.1","134.96","17.16","4.92"
"10.05.2000","142.1","134.96","17.16","4.92"
"11.05.2000","142.1","134.96","17.16","4.92"
"12.05.2000","142.1","134.96","17.16","4.92"
"13.05.2000","142.4","132.43","17.2","5"
"14.05.2000","142.4","132.43","17.2","5"
"15.05.2000","142.4","132.43","17.2","5"
"16.05.2000","142.4","132.43","17.2","5"
"17.05.2000","142.4","133.12","17.2","5"
"18.05.2000","142.4","133.12","17.2","5"
"19.05.2000","142.4","133.12","17.2","5"
"20.05.2000","142.4","129.58","17.2","5"
"21.05.2000","142.4","129.58","17.2","5"
"22.05.2000","142.4","129.58","17.2","5"
"23.05.2000","142.4","129.58","17.2","5"
"24.05.2000","142.4","133.08","17.2","4.96"
"25.05.2000","142.4","133.08","17.2","4.96"
"26.05.2000","142.4","133.08","17.2","4.96"
"27.05.2000","142.35","131.63","17.2","5"
"28.05.2000","142.35","131.63","17.2","5"
"29.05.2000","142.35","131.63","17.2","5"
"30.05.2000","142.35","131.63","17.2","5"
"31.05.2000","142.35","134.47","17.2","5.01"
"01.06.2000","142.35","134.47","17.2","5.01"
"02.06.2000","142.35","134.47","17.2","5.01"
"03.06.2000","142.45","134.28","17.21","5"
"04.06.2000","142.45","134.28","17.21","5"
"05.06.2000","142.45","134.28","17.21","5"
"06.06.2000","142.45","134.28","17.21","5"
"07.06.2000","142.45","134.28","17.21","5"
"08.06.2000","142.45","134.28","17.21","5"
"09.06.2000","142.45","134.28","17.21","5"
"10.06.2000","142.45","134.28","17.21","5"
"11.06.2000","142.45","134.28","17.21","5"
"12.06.2000","142.5","137.15","17.22","5"
"13.06.2000","142.5","137.15","17.22","5"
"14.06.2000","142.5","137.15","17.22","5"
"15.06.2000","142.5","137.15","17.22","5"
"16.06.2000","142.5","137.15","17.22","5"
"17.06.2000","142.5","137.15","17.22","5"
"18.06.2000","142.5","137.15","17.22","5"
"19.06.2000","142.5","137.46","17.22","5"
"20.06.2000","142.5","137.46","17.22","5"
"21.06.2000","142.5","137.46","17.22","5"
"22.06.2000","142.5","137.46","17.22","5"
"23.06.2000","142.5","137.46","17.22","5"
"24.06.2000","142.5","137.46","17.22","5"
"25.06.2000","142.5","137.46","17.22","5"
"26.06.2000","142.6","136.72","17.23","5"
"27.06.2000","142.6","136.72","17.23","5"
"28.06.2000","142.6","136.72","17.23","5"
"29.06.2000","142.6","136.72","17.23","5"
"30.06.2000","142.6","136.72","17.23","5"
"01.07.2000","142.6","136.72","17.23","5"
"02.07.2000","142.6","136.72","17.23","5"
"03.07.2000","142.7","137.86","17.24","5.06"
"04.07.2000","142.7","137.86","17.24","5.06"
"05.07.2000","142.7","137.86","17.24","5.06"
"06.07.2000","142.7","137.86","17.24","5.06"
"07.07.2000","142.7","137.86","17.24","5.06"
"08.07.2000","142.7","137.86","17.24","5.06"
"09.07.2000","142.7","137.86","17.24","5.06"
"10.07.2000","142.7","136.48","17.24","5.08"
"11.07.2000","142.7","136.48","17.24","5.08"
"12.07.2000","142.7","136.48","17.24","5.08"
"13.07.2000","142.7","136.48","17.24","5.08"
"14.07.2000","142.7","136.48","17.24","5.08"
"15.07.2000","142.7","136.48","17.24","5.08"
"16.07.2000","142.7","136.48","17.24","5.08"
"17.07.2000","142.7","135.61","17.24","5.23"
"18.07.2000","142.7","135.61","17.24","5.23"
"19.07.2000","142.7","135.61","17.24","5.23"
"20.07.2000","142.7","135.61","17.24","5.23"
"21.07.2000","142.7","135.61","17.24","5.23"
"22.07.2000","142.7","135.61","17.24","5.23"
"23.07.2000","142.7","135.61","17.24","5.23"
"24.07.2000","142.7","135.6","17.24","5.27"
"25.07.2000","142.7","135.6","17.24","5.27"
"26.07.2000","142.7","135.6","17.24","5.27"
"27.07.2000","142.7","135.6","17.24","5.27"
"28.07.2000","142.7","135.6","17.24","5.27"
"29.07.2000","142.7","135.6","17.24","5.27"
"30.07.2000","142.7","135.6","17.24","5.27"
"31.07.2000","142.7","134.19","17.24","5.2"
"01.08.2000","142.7","134.19","17.24","5.2"
"02.08.2000","142.7","134.19","17.24","5.2"
"03.08.2000","142.7","134.19","17.24","5.2"
"04.08.2000","142.7","134.19","17.24","5.2"
"05.08.2000","142.7","134.19","17.24","5.2"
"06.08.2000","142.7","134.19","17.24","5.2"
"07.08.2000","142.65","131.9","17.23","5.19"
"08.08.2000","142.65","131.9","17.23","5.19"
"09.08.2000","142.65","131.9","17.23","5.19"
"10.08.2000","142.65","131.9","17.23","5.19"
"11.08.2000","142.65","131.9","17.23","5.19"
"12.08.2000","142.65","131.9","17.23","5.19"
"13.08.2000","142.65","131.9","17.23","5.19"
"14.08.2000","142.65","131.28","17.23","5.27"
"15.08.2000","142.65","131.28","17.23","5.27"
"16.08.2000","142.65","131.28","17.23","5.27"
"17.08.2000","142.65","131.28","17.23","5.27"
"18.08.2000","142.65","131.28","17.23","5.27"
"19.08.2000","142.65","131.28","17.23","5.27"
"20.08.2000","142.65","131.28","17.23","5.27"
"21.08.2000","142.65","131.97","17.23","5.26"
"22.08.2000","142.65","131.97","17.23","5.26"
"23.08.2000","142.65","131.97","17.23","5.26"
"24.08.2000","142.65","131.97","17.23","5.26"
"25.08.2000","142.65","131.97","17.23","5.26"
"26.08.2000","142.65","131.97","17.23","5.26"
"27.08.2000","142.65","131.97","17.23","5.26"
"28.08.2000","142.65","129.8","17.23","5.21"
"29.08.2000","142.65","129.8","17.23","5.21"
"30.08.2000","142.65","129.8","17.23","5.21"
"31.08.2000","142.65","129.8","17.23","5.21"
"01.09.2000","142.65","129.8","17.23","5.21"
"02.09.2000","142.65","129.8","17.23","5.21"
"03.09.2000","142.65","129.8","17.23","5.21"
"04.09.2000","142.65","128.34","17.23","5.21"
"05.09.2000","142.65","128.34","17.23","5.21"
"06.09.2000","142.65","128.34","17.23","5.21"
"07.09.2000","142.65","128.34","17.23","5.21"
"08.09.2000","142.65","128.34","17.23","5.21"
"09.09.2000","142.65","128.34","17.23","5.21"
"10.09.2000","142.65","128.34","17.23","5.21"
"11.09.2000","142.75","127.24","17.24","5.11"
"12.09.2000","142.75","127.24","17.24","5.11"
"13.09.2000","142.75","127.24","17.24","5.11"
"14.09.2000","142.75","127.24","17.24","5.11"
"15.09.2000","142.75","127.24","17.24","5.11"
"16.09.2000","142.75","127.24","17.24","5.11"
"17.09.2000","142.75","127.24","17.24","5.11"
"18.09.2000","142.75","126.27","17.25","5.11"
"19.09.2000","142.75","126.27","17.25","5.11"
"20.09.2000","142.75","126.27","17.25","5.11"
"21.09.2000","142.75","126.27","17.25","5.11"
"22.09.2000","142.75","126.27","17.25","5.11"
"23.09.2000","142.75","126.27","17.25","5.11"
"24.09.2000","142.75","126.27","17.25","5.11"
"25.09.2000","142.75","125.68","17.25","5.19"
"26.09.2000","142.75","125.68","17.25","5.19"
"27.09.2000","142.75","125.68","17.25","5.19"
"28.09.2000","142.75","125.68","17.25","5.19"
"29.09.2000","142.75","125.68","17.25","5.19"
"30.09.2000","142.75","125.68","17.25","5.19"
"01.10.2000","142.75","125.68","17.25","5.19"
"02.10.2000","142.65","128.32","17.23","5.19"
"03.10.2000","142.65","128.32","17.23","5.19"
"04.10.2000","142.65","128.32","17.23","5.19"
"05.10.2000","142.65","128.32","17.23","5.19"
"06.10.2000","142.65","128.32","17.23","5.19"
"07.10.2000","142.65","128.32","17.23","5.19"
"08.10.2000","142.65","128.32","17.23","5.19"
"09.10.2000","142.6","126.83","17.22","5.19"
"10.10.2000","142.6","126.83","17.22","5.19"
"11.10.2000","142.6","126.83","17.22","5.19"
"12.10.2000","142.6","126.83","17.22","5.19"
"13.10.2000","142.6","126.83","17.22","5.19"
"14.10.2000","142.6","126.83","17.22","5.19"
"15.10.2000","142.6","126.83","17.22","5.19"
"16.10.2000","142.65","125.55","17.23","5.17"
"17.10.2000","142.65","125.55","17.23","5.17"
"18.10.2000","142.65","125.55","17.23","5.17"
"19.10.2000","142.65","125.55","17.23","5.17"
"20.10.2000","142.65","125.55","17.23","5.17"
"21.10.2000","142.65","125.55","17.23","5.17"
"22.10.2000","142.65","125.55","17.23","5.17"
"23.10.2000","142.65","124.14","17.23","5.15"
"24.10.2000","142.65","124.14","17.23","5.15"
"25.10.2000","142.65","124.14","17.23","5.15"
"26.10.2000","142.65","124.14","17.23","5.15"
"27.10.2000","142.65","124.14","17.23","5.15"
"28.10.2000","142.65","124.14","17.23","5.15"
"29.10.2000","142.65","124.14","17.23","5.15"
"30.10.2000","142.65","121.25","17.23","5.16"
"31.10.2000","142.65","121.25","17.23","5.16"
"01.11.2000","142.65","121.25","17.23","5.16"
"02.11.2000","142.65","121.25","17.23","5.16"
"03.11.2000","142.65","121.25","17.23","5.16"
"04.11.2000","142.65","121.25","17.23","5.16"
"05.11.2000","142.65","121.25","17.23","5.16"
"06.11.2000","142.7","127.85","17.24","5.17"
"07.11.2000","142.7","127.85","17.24","5.17"
"08.11.2000","142.7","127.85","17.24","5.17"
"09.11.2000","142.7","127.85","17.24","5.17"
"10.11.2000","142.7","127.85","17.24","5.17"
"11.11.2000","142.7","127.85","17.24","5.17"
"12.11.2000","142.7","127.85","17.24","5.17"
"13.11.2000","144","128.26","17.4","5.21"
"14.11.2000","144","128.26","17.4","5.21"
"15.11.2000","144","128.26","17.4","5.21"
"16.11.2000","144","128.26","17.4","5.21"
"17.11.2000","144","128.26","17.4","5.21"
"18.11.2000","144","128.26","17.4","5.21"
"19.11.2000","144","128.26","17.4","5.21"
"20.11.2000","144.1","127.67","17.41","5.2"
"21.11.2000","144.1","127.67","17.41","5.2"
"22.11.2000","144.1","127.67","17.41","5.2"
"23.11.2000","144.1","127.67","17.41","5.2"
"24.11.2000","144.1","127.67","17.41","5.2"
"25.11.2000","144.1","127.67","17.41","5.2"
"26.11.2000","144.1","127.67","17.41","5.2"
"27.11.2000","144.1","122.93","17.41","5.18"
"28.11.2000","144.1","122.93","17.41","5.18"
"29.11.2000","144.1","122.93","17.41","5.18"
"30.11.2000","144.1","122.93","17.41","5.18"
"01.12.2000","144.1","122.93","17.41","5.18"
"02.12.2000","144.1","122.93","17.41","5.18"
"03.12.2000","144.1","122.93","17.41","5.18"
"04.12.2000","144.15","128.29","17.42","5.19"
"05.12.2000","144.15","128.29","17.42","5.19"
"06.12.2000","144.15","128.29","17.42","5.19"
"07.12.2000","144.15","128.29","17.42","5.19"
"08.12.2000","144.15","128.29","17.42","5.19"
"09.12.2000","144.15","128.29","17.42","5.19"
"10.12.2000","144.15","128.29","17.42","5.19"
"11.12.2000","144.25","130.1","17.43","5.17"
"12.12.2000","144.25","130.1","17.43","5.17"
"13.12.2000","144.25","130.1","17.43","5.17"
"14.12.2000","144.25","130.1","17.43","5.17"
"15.12.2000","144.25","130.1","17.43","5.17"
"16.12.2000","144.25","130.1","17.43","5.17"
"17.12.2000","144.25","130.1","17.43","5.17"
"18.12.2000","144.4","131.74","17.45","5.18"
"19.12.2000","144.4","131.74","17.45","5.18"
"20.12.2000","144.4","131.74","17.45","5.18"
"21.12.2000","144.4","131.74","17.45","5.18"
"22.12.2000","144.4","131.74","17.45","5.18"
"23.12.2000","144.4","131.74","17.45","5.18"
"24.12.2000","144.4","131.74","17.45","5.18"
"25.12.2000","144.5","136.21","17.46","5.16"
"26.12.2000","144.5","136.21","17.46","5.16"
"27.12.2000","144.5","136.21","17.46","5.16"
"28.12.2000","144.5","136.21","17.46","5.16"
"29.12.2000","144.5","136.21","17.46","5.16"
"30.12.2000","144.5","136.21","17.46","5.16"
"31.12.2000","144.5","136.21","17.46","5.16"
"01.01.2001","145","136.68","17.52","5"
"02.01.2001","145","136.68","17.52","5"
"03.01.2001","145","136.68","17.52","5"
"04.01.2001","145","136.68","17.52","5"
"05.01.2001","145","136.68","17.52","5"
"06.01.2001","145","136.68","17.52","5"
"07.01.2001","145","136.68","17.52","5"
"08.01.2001","145.1","139.7","17.53","5.04"
"09.01.2001","145.1","139.7","17.53","5.04"
"10.01.2001","145.1","139.7","17.53","5.04"
"11.01.2001","145.1","139.7","17.53","5.04"
"12.01.2001","145.1","139.7","17.53","5.04"
"13.01.2001","145.1","139.7","17.53","5.04"
"14.01.2001","145.1","139.7","17.53","5.04"
"15.01.2001","145.1","139.61","17.53","5.06"
"16.01.2001","145.1","139.61","17.53","5.06"
"17.01.2001","145.1","139.61","17.53","5.06"
"18.01.2001","145.1","139.61","17.53","5.06"
"19.01.2001","145.1","139.61","17.53","5.06"
"20.01.2001","145.1","139.61","17.53","5.06"
"21.01.2001","145.1","139.61","17.53","5.06"
"22.01.2001","145.1","139.18","17.53","5.22"
"23.01.2001","145.1","139.18","17.53","5.22"
"24.01.2001","145.1","139.18","17.53","5.22"
"25.01.2001","145.1","139.18","17.53","5.22"
"26.01.2001","145.1","139.18","17.53","5.22"
"27.01.2001","145.1","139.18","17.53","5.22"
"28.01.2001","145.1","139.18","17.53","5.22"
"29.01.2001","145.1","137.85","17.53","5.22"
"30.01.2001","145.1","137.85","17.53","5.22"
"31.01.2001","145.1","137.85","17.53","5.22"
"01.02.2001","145.1","137.85","17.53","5.22"
"02.02.2001","145.1","137.85","17.53","5.22"
"03.02.2001","145.1","137.85","17.53","5.22"
"04.02.2001","145.1","137.85","17.53","5.22"
"05.02.2001","145.15","139.36","17.54","5.18"
"06.02.2001","145.15","139.36","17.54","5.18"
"07.02.2001","145.15","139.36","17.54","5.18"
"08.02.2001","145.15","139.36","17.54","5.18"
"09.02.2001","145.15","139.36","17.54","5.18"
"10.02.2001","145.15","139.36","17.54","5.18"
"11.02.2001","145.15","139.36","17.54","5.18"
"12.02.2001","145.25","136.67","17.55","5.19"
"13.02.2001","145.25","136.67","17.55","5.19"
"14.02.2001","145.25","136.67","17.55","5.19"
"15.02.2001","145.25","136.67","17.55","5.19"
"16.02.2001","145.25","136.67","17.55","5.19"
"17.02.2001","145.25","136.67","17.55","5.19"
"18.02.2001","145.25","136.67","17.55","5.19"
"19.02.2001","145.3","135.13","17.55","5.07"
"20.02.2001","145.3","135.13","17.55","5.07"
"21.02.2001","145.3","135.13","17.55","5.07"
"22.02.2001","145.3","135.13","17.55","5.07"
"23.02.2001","145.3","135.13","17.55","5.07"
"24.02.2001","145.3","135.13","17.55","5.07"
"25.02.2001","145.3","135.13","17.55","5.07"
"26.02.2001","145.3","134.84","17.55","5.06"
"27.02.2001","145.3","134.84","17.55","5.06"
"28.02.2001","145.3","134.84","17.55","5.06"
"01.03.2001","145.3","134.84","17.55","5.06"
"02.03.2001","145.3","134.84","17.55","5.06"
"03.03.2001","145.3","134.84","17.55","5.06"
"04.03.2001","145.3","134.84","17.55","5.06"
"05.03.2001","145.35","138.08","17.56","5.07"
"06.03.2001","145.35","138.08","17.56","5.07"
"07.03.2001","145.35","138.08","17.56","5.07"
"08.03.2001","145.35","138.08","17.56","5.07"
"09.03.2001","145.35","138.08","17.56","5.07"
"10.03.2001","145.35","138.08","17.56","5.07"
"11.03.2001","145.35","138.08","17.56","5.07"
"12.03.2001","145.45","136.72","17.57","5.07"
"13.03.2001","145.45","136.72","17.57","5.07"
"14.03.2001","145.45","136.72","17.57","5.07"
"15.03.2001","145.45","136.72","17.57","5.07"
"16.03.2001","145.45","136.72","17.57","5.07"
"17.03.2001","145.45","136.72","17.57","5.07"
"19.03.2001","145.45","133.09","17.57","5.07"
"20.03.2001","145.45","133.09","17.57","5.07"
"21.03.2001","145.45","133.09","17.57","5.07"
"22.03.2001","145.45","133.09","17.57","5.07"
"23.03.2001","145.45","133.09","17.57","5.07"
"24.03.2001","145.45","133.09","17.57","5.07"
"25.03.2001","145.45","133.09","17.57","5.07"
"26.03.2001","145.45","131.63","17.57","5.07"
"27.03.2001","145.45","131.63","17.57","5.07"
"28.03.2001","145.45","131.63","17.57","5.07"
"29.03.2001","145.45","131.63","17.57","5.07"
"30.03.2001","145.45","131.63","17.57","5.07"
"31.03.2001","145.45","131.63","17.57","5.07"
"01.04.2001","145.45","131.63","17.57","5.07"
"02.04.2001","145.4","130.57","17.56","5.06"
"03.04.2001","145.4","130.57","17.56","5.06"
"04.04.2001","145.4","130.57","17.56","5.06"
"05.04.2001","145.4","130.57","17.56","5.06"
"06.04.2001","145.4","130.57","17.56","5.06"
"07.04.2001","145.4","130.57","17.56","5.06"
"08.04.2001","145.4","130.57","17.56","5.06"
"09.04.2001","145.55","132.45","17.59","5.04"
"10.04.2001","145.55","132.45","17.59","5.04"
"11.04.2001","145.55","132.45","17.59","5.04"
"12.04.2001","145.55","132.45","17.59","5.04"
"13.04.2001","145.55","132.45","17.59","5.04"
"14.04.2001","145.55","132.45","17.59","5.04"
"15.04.2001","145.55","132.45","17.59","5.04"
"16.04.2001","145.55","131","17.59","5.04"
"17.04.2001","145.55","131","17.59","5.04"
"18.04.2001","145.55","131","17.59","5.04"
"19.04.2001","145.55","131","17.59","5.04"
"20.04.2001","145.55","131","17.59","5.04"
"21.04.2001","145.55","131","17.59","5.04"
"22.04.2001","145.55","131","17.59","5.04"
"23.04.2001","145.55","131.72","17.58","5.04"
"24.04.2001","145.55","131.72","17.58","5.04"
"25.04.2001","145.55","131.72","17.58","5.04"
"26.04.2001","145.55","131.72","17.58","5.04"
"27.04.2001","145.55","131.72","17.58","5.04"
"28.04.2001","145.55","131.72","17.58","5.04"
"29.04.2001","145.55","131.72","17.58","5.04"
"30.04.2001","145.65","131.38","17.6","5.02"
"01.05.2001","145.65","131.38","17.6","5.02"
"02.05.2001","145.65","131.38","17.6","5.02"
"03.05.2001","145.65","131.38","17.6","5.02"
"04.05.2001","145.65","131.38","17.6","5.02"
"05.05.2001","145.65","131.38","17.6","5.02"
"06.05.2001","145.65","131.38","17.6","5.02"
"07.05.2001","145.8","131.22","17.61","5.03"
"08.05.2001","145.8","131.22","17.61","5.03"
"09.05.2001","145.8","131.22","17.61","5.03"
"10.05.2001","145.8","131.22","17.61","5.03"
"11.05.2001","145.8","131.22","17.61","5.03"
"12.05.2001","145.8","131.22","17.61","5.03"
"13.05.2001","145.8","131.22","17.61","5.03"
"14.05.2001","146","128.92","17.64","5.03"
"15.05.2001","146","128.92","17.64","5.03"
"16.05.2001","146","128.92","17.64","5.03"
"17.05.2001","146","128.92","17.64","5.03"
"18.05.2001","146","128.92","17.64","5.03"
"19.05.2001","146","128.92","17.64","5.03"
"20.05.2001","146","128.92","17.64","5.03"
"21.05.2001","146.1","129.3","17.65","5.01"
"22.05.2001","146.1","129.3","17.65","5.01"
"23.05.2001","146.1","129.3","17.65","5.01"
"24.05.2001","146.1","129.3","17.65","5.01"
"25.05.2001","146.1","129.3","17.65","5.01"
"26.05.2001","146.1","129.3","17.65","5.01"
"27.05.2001","146.1","129.3","17.65","5.01"
"28.05.2001","146.1","125.5","17.65","5"
"29.05.2001","146.1","125.5","17.65","5"
"30.05.2001","146.1","125.5","17.65","5"
"31.05.2001","146.1","125.5","17.65","5"
"01.06.2001","146.1","125.5","17.65","5"
"02.06.2001","146.1","125.5","17.65","5"
"03.06.2001","146.1","125.5","17.65","5"
"04.06.2001","146.3","124.36","17.67","5.02"
"05.06.2001","146.3","124.36","17.67","5.02"
"06.06.2001","146.3","124.36","17.67","5.02"
"07.06.2001","146.3","124.36","17.67","5.02"
"08.06.2001","146.3","124.36","17.67","5.02"
"09.06.2001","146.3","124.36","17.67","5.02"
"10.06.2001","146.3","124.36","17.67","5.02"
"11.06.2001","146.4","124.44","17.69","5.01"
"12.06.2001","146.4","124.44","17.69","5.01"
"13.06.2001","146.4","124.44","17.69","5.01"
"14.06.2001","146.4","124.44","17.69","5.01"
"15.06.2001","146.4","124.44","17.69","5.01"
"16.06.2001","146.4","124.44","17.69","5.01"
"17.06.2001","146.4","124.44","17.69","5.01"
"18.06.2001","146.45","126.97","17.69","5.02"
"19.06.2001","146.45","126.97","17.69","5.02"
"20.06.2001","146.45","126.97","17.69","5.02"
"21.06.2001","146.45","126.97","17.69","5.02"
"22.06.2001","146.45","126.97","17.69","5.02"
"23.06.2001","146.45","126.97","17.69","5.02"
"24.06.2001","146.45","126.97","17.69","5.02"
"25.06.2001","146.5","125.99","17.7","5.03"
"26.06.2001","146.5","125.99","17.7","5.03"
"27.06.2001","146.5","125.99","17.7","5.03"
"28.06.2001","146.5","125.99","17.7","5.03"
"29.06.2001","146.5","125.99","17.7","5.03"
"30.06.2001","146.5","125.99","17.7","5.03"
"01.07.2001","146.5","125.99","17.7","5.03"
"02.07.2001","146.6","124.61","17.71","5.04"
"03.07.2001","146.6","124.61","17.71","5.04"
"04.07.2001","146.6","124.61","17.71","5.04"
"05.07.2001","146.6","124.61","17.71","5.04"
"06.07.2001","146.6","124.61","17.71","5.04"
"07.07.2001","146.6","124.61","17.71","5.04"
"08.07.2001","146.6","124.61","17.71","5.04"
"09.07.2001","146.7","124.7","17.72","5.03"
"10.07.2001","146.7","124.7","17.72","5.03"
"11.07.2001","146.7","124.7","17.72","5.03"
"12.07.2001","146.7","124.7","17.72","5.03"
"13.07.2001","146.7","124.7","17.72","5.03"
"14.07.2001","146.7","124.7","17.72","5.03"
"15.07.2001","146.7","124.7","17.72","5.03"
"16.07.2001","146.7","126.16","17.72","5.02"
"17.07.2001","146.7","126.16","17.72","5.02"
"18.07.2001","146.7","126.16","17.72","5.02"
"19.07.2001","146.7","126.16","17.72","5.02"
"20.07.2001","146.7","126.16","17.72","5.02"
"21.07.2001","146.7","126.16","17.72","5.02"
