emoji,code_points,description
👨🏻‍🦽,1F468 1F3FB 200D 1F9BD                      ,man in manual wheelchair: light skin tone
👨🏻‍🦽‍➡️,1F468 1F3FB 200D 1F9BD 200D 27A1 FE0F       ,man in manual wheelchair facing right: light skin tone
👨🏼‍⚕️,1F468 1F3FC 200D 2695 FE0F                  ,man health worker: medium-light skin tone
👨🏼‍⚖️,1F468 1F3FC 200D 2696 FE0F                  ,man judge: medium-light skin tone
👨🏼‍✈️,1F468 1F3FC 200D 2708 FE0F                  ,man pilot: medium-light skin tone
👨🏼‍🌾,1F468 1F3FC 200D 1F33E                      ,man farmer: medium-light skin tone
👨🏼‍🍳,1F468 1F3FC 200D 1F373                      ,man cook: medium-light skin tone
👨🏼‍🍼,1F468 1F3FC 200D 1F37C                      ,man feeding baby: medium-light skin tone
👨🏼‍🎓,1F468 1F3FC 200D 1F393                      ,man student: medium-light skin tone
👨🏼‍🎤,1F468 1F3FC 200D 1F3A4                      ,man singer: medium-light skin tone
👨🏼‍🎨,1F468 1F3FC 200D 1F3A8                      ,man artist: medium-light skin tone
👨🏼‍🏫,1F468 1F3FC 200D 1F3EB                      ,man teacher: medium-light skin tone
👨🏼‍🏭,1F468 1F3FC 200D 1F3ED                      ,man factory worker: medium-light skin tone
👨🏼‍💻,1F468 1F3FC 200D 1F4BB                      ,man technologist: medium-light skin tone
👨🏼‍💼,1F468 1F3FC 200D 1F4BC                      ,man office worker: medium-light skin tone
👨🏼‍🔧,1F468 1F3FC 200D 1F527                      ,man mechanic: medium-light skin tone
👨🏼‍🔬,1F468 1F3FC 200D 1F52C                      ,man scientist: medium-light skin tone
👨🏼‍🚀,1F468 1F3FC 200D 1F680                      ,man astronaut: medium-light skin tone
👨🏼‍🚒,1F468 1F3FC 200D 1F692                      ,man firefighter: medium-light skin tone
👨🏼‍🦯,1F468 1F3FC 200D 1F9AF                      ,man with white cane: medium-light skin tone
👨🏼‍🦯‍➡️,1F468 1F3FC 200D 1F9AF 200D 27A1 FE0F       ,man with white cane facing right: medium-light skin tone
👨🏼‍🦼,1F468 1F3FC 200D 1F9BC                      ,man in motorized wheelchair: medium-light skin tone
👨🏼‍🦼‍➡️,1F468 1F3FC 200D 1F9BC 200D 27A1 FE0F       ,man in motorized wheelchair facing right: medium-light skin tone
👨🏼‍🦽,1F468 1F3FC 200D 1F9BD                      ,man in manual wheelchair: medium-light skin tone
👨🏼‍🦽‍➡️,1F468 1F3FC 200D 1F9BD 200D 27A1 FE0F       ,man in manual wheelchair facing right: medium-light skin tone
👨🏽‍⚕️,1F468 1F3FD 200D 2695 FE0F                  ,man health worker: medium skin tone
👨🏽‍⚖️,1F468 1F3FD 200D 2696 FE0F                  ,man judge: medium skin tone
👨🏽‍✈️,1F468 1F3FD 200D 2708 FE0F                  ,man pilot: medium skin tone
👨🏽‍🌾,1F468 1F3FD 200D 1F33E                      ,man farmer: medium skin tone
👨🏽‍🍳,1F468 1F3FD 200D 1F373                      ,man cook: medium skin tone
👨🏽‍🍼,1F468 1F3FD 200D 1F37C                      ,man feeding baby: medium skin tone
👨🏽‍🎓,1F468 1F3FD 200D 1F393                      ,man student: medium skin tone
👨🏽‍🎤,1F468 1F3FD 200D 1F3A4                      ,man singer: medium skin tone
👨🏽‍🎨,1F468 1F3FD 200D 1F3A8                      ,man artist: medium skin tone
👨🏽‍🏫,1F468 1F3FD 200D 1F3EB                      ,man teacher: medium skin tone
👨🏽‍🏭,1F468 1F3FD 200D 1F3ED                      ,man factory worker: medium skin tone
👨🏽‍💻,1F468 1F3FD 200D 1F4BB                      ,man technologist: medium skin tone
👨🏽‍💼,1F468 1F3FD 200D 1F4BC                      ,man office worker: medium skin tone
👨🏽‍🔧,1F468 1F3FD 200D 1F527                      ,man mechanic: medium skin tone
👨🏽‍🔬,1F468 1F3FD 200D 1F52C                      ,man scientist: medium skin tone
👨🏽‍🚀,1F468 1F3FD 200D 1F680                      ,man astronaut: medium skin tone
👨🏽‍🚒,1F468 1F3FD 200D 1F692                      ,man firefighter: medium skin tone
👨🏽‍🦯,1F468 1F3FD 200D 1F9AF                      ,man with white cane: medium skin tone
👨🏽‍🦯‍➡️,1F468 1F3FD 200D 1F9AF 200D 27A1 FE0F       ,man with white cane facing right: medium skin tone
👨🏽‍🦼,1F468 1F3FD 200D 1F9BC                      ,man in motorized wheelchair: medium skin tone
👨🏽‍🦼‍➡️,1F468 1F3FD 200D 1F9BC 200D 27A1 FE0F       ,man in motorized wheelchair facing right: medium skin tone
👨🏽‍🦽,1F468 1F3FD 200D 1F9BD                      ,man in manual wheelchair: medium skin tone
👨🏽‍🦽‍➡️,1F468 1F3FD 200D 1F9BD 200D 27A1 FE0F       ,man in manual wheelchair facing right: medium skin tone
👨🏾‍⚕️,1F468 1F3FE 200D 2695 FE0F                  ,man health worker: medium-dark skin tone
👨🏾‍⚖️,1F468 1F3FE 200D 2696 FE0F                  ,man judge: medium-dark skin tone
👨🏾‍✈️,1F468 1F3FE 200D 2708 FE0F                  ,man pilot: medium-dark skin tone
👨🏾‍🌾,1F468 1F3FE 200D 1F33E                      ,man farmer: medium-dark skin tone
👨🏾‍🍳,1F468 1F3FE 200D 1F373                      ,man cook: medium-dark skin tone
👨🏾‍🍼,1F468 1F3FE 200D 1F37C                      ,man feeding baby: medium-dark skin tone
👨🏾‍🎓,1F468 1F3FE 200D 1F393                      ,man student: medium-dark skin tone
👨🏾‍🎤,1F468 1F3FE 200D 1F3A4                      ,man singer: medium-dark skin tone
👨🏾‍🎨,1F468 1F3FE 200D 1F3A8                      ,man artist: medium-dark skin tone
👨🏾‍🏫,1F468 1F3FE 200D 1F3EB                      ,man teacher: medium-dark skin tone
👨🏾‍🏭,1F468 1F3FE 200D 1F3ED                      ,man factory worker: medium-dark skin tone
👨🏾‍💻,1F468 1F3FE 200D 1F4BB                      ,man technologist: medium-dark skin tone
👨🏾‍💼,1F468 1F3FE 200D 1F4BC                      ,man office worker: medium-dark skin tone
👨🏾‍🔧,1F468 1F3FE 200D 1F527                      ,man mechanic: medium-dark skin tone
👨🏾‍🔬,1F468 1F3FE 200D 1F52C                      ,man scientist: medium-dark skin tone
👨🏾‍🚀,1F468 1F3FE 200D 1F680                      ,man astronaut: medium-dark skin tone
👨🏾‍🚒,1F468 1F3FE 200D 1F692                      ,man firefighter: medium-dark skin tone
👨🏾‍🦯,1F468 1F3FE 200D 1F9AF                      ,man with white cane: medium-dark skin tone
👨🏾‍🦯‍➡️,1F468 1F3FE 200D 1F9AF 200D 27A1 FE0F       ,man with white cane facing right: medium-dark skin tone
👨🏾‍🦼,1F468 1F3FE 200D 1F9BC                      ,man in motorized wheelchair: medium-dark skin tone
👨🏾‍🦼‍➡️,1F468 1F3FE 200D 1F9BC 200D 27A1 FE0F       ,man in motorized wheelchair facing right: medium-dark skin tone
👨🏾‍🦽,1F468 1F3FE 200D 1F9BD                      ,man in manual wheelchair: medium-dark skin tone
👨🏾‍🦽‍➡️,1F468 1F3FE 200D 1F9BD 200D 27A1 FE0F       ,man in manual wheelchair facing right: medium-dark skin tone
👨🏿‍⚕️,1F468 1F3FF 200D 2695 FE0F                  ,man health worker: dark skin tone
👨🏿‍⚖️,1F468 1F3FF 200D 2696 FE0F                  ,man judge: dark skin tone
👨🏿‍✈️,1F468 1F3FF 200D 2708 FE0F                  ,man pilot: dark skin tone
👨🏿‍🌾,1F468 1F3FF 200D 1F33E                      ,man farmer: dark skin tone
👨🏿‍🍳,1F468 1F3FF 200D 1F373                      ,man cook: dark skin tone
👨🏿‍🍼,1F468 1F3FF 200D 1F37C                      ,man feeding baby: dark skin tone
👨🏿‍🎓,1F468 1F3FF 200D 1F393                      ,man student: dark skin tone
👨🏿‍🎤,1F468 1F3FF 200D 1F3A4                      ,man singer: dark skin tone
👨🏿‍🎨,1F468 1F3FF 200D 1F3A8                      ,man artist: dark skin tone
👨🏿‍🏫,1F468 1F3FF 200D 1F3EB                      ,man teacher: dark skin tone
👨🏿‍🏭,1F468 1F3FF 200D 1F3ED                      ,man factory worker: dark skin tone
👨🏿‍💻,1F468 1F3FF 200D 1F4BB                      ,man technologist: dark skin tone
👨🏿‍💼,1F468 1F3FF 200D 1F4BC                      ,man office worker: dark skin tone
👨🏿‍🔧,1F468 1F3FF 200D 1F527                      ,man mechanic: dark skin tone
👨🏿‍🔬,1F468 1F3FF 200D 1F52C                      ,man scientist: dark skin tone
👨🏿‍🚀,1F468 1F3FF 200D 1F680                      ,man astronaut: dark skin tone
👨🏿‍🚒,1F468 1F3FF 200D 1F692                      ,man firefighter: dark skin tone
👨🏿‍🦯,1F468 1F3FF 200D 1F9AF                      ,man with white cane: dark skin tone
👨🏿‍🦯‍➡️,1F468 1F3FF 200D 1F9AF 200D 27A1 FE0F       ,man with white cane facing right: dark skin tone
👨🏿‍🦼,1F468 1F3FF 200D 1F9BC                      ,man in motorized wheelchair: dark skin tone
👨🏿‍🦼‍➡️,1F468 1F3FF 200D 1F9BC 200D 27A1 FE0F       ,man in motorized wheelchair facing right: dark skin tone
👨🏿‍🦽,1F468 1F3FF 200D 1F9BD                      ,man in manual wheelchair: dark skin tone
👨🏿‍🦽‍➡️,1F468 1F3FF 200D 1F9BD 200D 27A1 FE0F       ,man in manual wheelchair facing right: dark skin tone
👩‍⚕️,1F469 200D 2695 FE0F                        ,woman health worker
👩‍⚖️,1F469 200D 2696 FE0F                        ,woman judge
👩‍✈️,1F469 200D 2708 FE0F                        ,woman pilot
👩‍🌾,1F469 200D 1F33E                            ,woman farmer
👩‍🍳,1F469 200D 1F373                            ,woman cook
👩‍🍼,1F469 200D 1F37C                            ,woman feeding baby
👩‍🎓,1F469 200D 1F393                            ,woman student
👩‍🎤,1F469 200D 1F3A4                            ,woman singer
👩‍🎨,1F469 200D 1F3A8                            ,woman artist
👩‍🏫,1F469 200D 1F3EB                            ,woman teacher
👩‍🏭,1F469 200D 1F3ED                            ,woman factory worker
👩‍💻,1F469 200D 1F4BB                            ,woman technologist
👩‍💼,1F469 200D 1F4BC                            ,woman office worker
👩‍🔧,1F469 200D 1F527                            ,woman mechanic
👩‍🔬,1F469 200D 1F52C                            ,woman scientist
👩‍🚀,1F469 200D 1F680                            ,woman astronaut
👩‍🚒,1F469 200D 1F692                            ,woman firefighter
👩‍🦯,1F469 200D 1F9AF                            ,woman with white cane
👩‍🦯‍➡️,1F469 200D 1F9AF 200D 27A1 FE0F             ,woman with white cane facing right
👩‍🦼,1F469 200D 1F9BC                            ,woman in motorized wheelchair
👩‍🦼‍➡️,1F469 200D 1F9BC 200D 27A1 FE0F             ,woman in motorized wheelchair facing right
👩‍🦽,1F469 200D 1F9BD                            ,woman in manual wheelchair
👩‍🦽‍➡️,1F469 200D 1F9BD 200D 27A1 FE0F             ,woman in manual wheelchair facing right
👩🏻‍⚕️,1F469 1F3FB 200D 2695 FE0F                  ,woman health worker: light skin tone
👩🏻‍⚖️,1F469 1F3FB 200D 2696 FE0F                  ,woman judge: light skin tone
👩🏻‍✈️,1F469 1F3FB 200D 2708 FE0F                  ,woman pilot: light skin tone
👩🏻‍🌾,1F469 1F3FB 200D 1F33E                      ,woman farmer: light skin tone
👩🏻‍🍳,1F469 1F3FB 200D 1F373                      ,woman cook: light skin tone
👩🏻‍🍼,1F469 1F3FB 200D 1F37C                      ,woman feeding baby: light skin tone
👩🏻‍🎓,1F469 1F3FB 200D 1F393                      ,woman student: light skin tone
👩🏻‍🎤,1F469 1F3FB 200D 1F3A4                      ,woman singer: light skin tone
👩🏻‍🎨,1F469 1F3FB 200D 1F3A8                      ,woman artist: light skin tone
👩🏻‍🏫,1F469 1F3FB 200D 1F3EB                      ,woman teacher: light skin tone
👩🏻‍🏭,1F469 1F3FB 200D 1F3ED                      ,woman factory worker: light skin tone
👩🏻‍💻,1F469 1F3FB 200D 1F4BB                      ,woman technologist: light skin tone
👩🏻‍💼,1F469 1F3FB 200D 1F4BC                      ,woman office worker: light skin tone
👩🏻‍🔧,1F469 1F3FB 200D 1F527                      ,woman mechanic: light skin tone
👩🏻‍🔬,1F469 1F3FB 200D 1F52C                      ,woman scientist: light skin tone
👩🏻‍🚀,1F469 1F3FB 200D 1F680                      ,woman astronaut: light skin tone
👩🏻‍🚒,1F469 1F3FB 200D 1F692                      ,woman firefighter: light skin tone
👩🏻‍🦯,1F469 1F3FB 200D 1F9AF                      ,woman with white cane: light skin tone
👩🏻‍🦯‍➡️,1F469 1F3FB 200D 1F9AF 200D 27A1 FE0F       ,woman with white cane facing right: light skin tone
👩🏻‍🦼,1F469 1F3FB 200D 1F9BC                      ,woman in motorized wheelchair: light skin tone
👩🏻‍🦼‍➡️,1F469 1F3FB 200D 1F9BC 200D 27A1 FE0F       ,woman in motorized wheelchair facing right: light skin tone
👩🏻‍🦽,1F469 1F3FB 200D 1F9BD                      ,woman in manual wheelchair: light skin tone
👩🏻‍🦽‍➡️,1F469 1F3FB 200D 1F9BD 200D 27A1 FE0F       ,woman in manual wheelchair facing right: light skin tone
👩🏼‍⚕️,1F469 1F3FC 200D 2695 FE0F                  ,woman health worker: medium-light skin tone
👩🏼‍⚖️,1F469 1F3FC 200D 2696 FE0F                  ,woman judge: medium-light skin tone
👩🏼‍✈️,1F469 1F3FC 200D 2708 FE0F                  ,woman pilot: medium-light skin tone
👩🏼‍🌾,1F469 1F3FC 200D 1F33E                      ,woman farmer: medium-light skin tone
👩🏼‍🍳,1F469 1F3FC 200D 1F373                      ,woman cook: medium-light skin tone
👩🏼‍🍼,1F469 1F3FC 200D 1F37C                      ,woman feeding baby: medium-light skin tone
👩🏼‍🎓,1F469 1F3FC 200D 1F393                      ,woman student: medium-light skin tone
👩🏼‍🎤,1F469 1F3FC 200D 1F3A4                      ,woman singer: medium-light skin tone
👩🏼‍🎨,1F469 1F3FC 200D 1F3A8                      ,woman artist: medium-light skin tone
👩🏼‍🏫,1F469 1F3FC 200D 1F3EB                      ,woman teacher: medium-light skin tone
👩🏼‍🏭,1F469 1F3FC 200D 1F3ED                      ,woman factory worker: medium-light skin tone
👩🏼‍💻,1F469 1F3FC 200D 1F4BB                      ,woman technologist: medium-light skin tone
👩🏼‍💼,1F469 1F3FC 200D 1F4BC                      ,woman office worker: medium-light skin tone
👩🏼‍🔧,1F469 1F3FC 200D 1F527                      ,woman mechanic: medium-light skin tone
👩🏼‍🔬,1F469 1F3FC 200D 1F52C                      ,woman scientist: medium-light skin tone
👩🏼‍🚀,1F469 1F3FC 200D 1F680                      ,woman astronaut: medium-light skin tone
👩🏼‍🚒,1F469 1F3FC 200D 1F692                      ,woman firefighter: medium-light skin tone
👩🏼‍🦯,1F469 1F3FC 200D 1F9AF                      ,woman with white cane: medium-light skin tone
👩🏼‍🦯‍➡️,1F469 1F3FC 200D 1F9AF 200D 27A1 FE0F       ,woman with white cane facing right: medium-light skin tone
👩🏼‍🦼,1F469 1F3FC 200D 1F9BC                      ,woman in motorized wheelchair: medium-light skin tone
👩🏼‍🦼‍➡️,1F469 1F3FC 200D 1F9BC 200D 27A1 FE0F       ,woman in motorized wheelchair facing right: medium-light skin tone
👩🏼‍🦽,1F469 1F3FC 200D 1F9BD                      ,woman in manual wheelchair: medium-light skin tone
👩🏼‍🦽‍➡️,1F469 1F3FC 200D 1F9BD 200D 27A1 FE0F       ,woman in manual wheelchair facing right: medium-light skin tone
👩🏽‍⚕️,1F469 1F3FD 200D 2695 FE0F                  ,woman health worker: medium skin tone
👩🏽‍⚖️,1F469 1F3FD 200D 2696 FE0F                  ,woman judge: medium skin tone
👩🏽‍✈️,1F469 1F3FD 200D 2708 FE0F                  ,woman pilot: medium skin tone
👩🏽‍🌾,1F469 1F3FD 200D 1F33E                      ,woman farmer: medium skin tone
👩🏽‍🍳,1F469 1F3FD 200D 1F373                      ,woman cook: medium skin tone
👩🏽‍🍼,1F469 1F3FD 200D 1F37C                      ,woman feeding baby: medium skin tone
👩🏽‍🎓,1F469 1F3FD 200D 1F393                      ,woman student: medium skin tone
👩🏽‍🎤,1F469 1F3FD 200D 1F3A4                      ,woman singer: medium skin tone
👩🏽‍🎨,1F469 1F3FD 200D 1F3A8                      ,woman artist: medium skin tone
👩🏽‍🏫,1F469 1F3FD 200D 1F3EB                      ,woman teacher: medium skin tone
👩🏽‍🏭,1F469 1F3FD 200D 1F3ED                      ,woman factory worker: medium skin tone
👩🏽‍💻,1F469 1F3FD 200D 1F4BB                      ,woman technologist: medium skin tone
👩🏽‍💼,1F469 1F3FD 200D 1F4BC                      ,woman office worker: medium skin tone
👩🏽‍🔧,1F469 1F3FD 200D 1F527                      ,woman mechanic: medium skin tone
👩🏽‍🔬,1F469 1F3FD 200D 1F52C                      ,woman scientist: medium skin tone
👩🏽‍🚀,1F469 1F3FD 200D 1F680                      ,woman astronaut: medium skin tone
👩🏽‍🚒,1F469 1F3FD 200D 1F692                      ,woman firefighter: medium skin tone
👩🏽‍🦯,1F469 1F3FD 200D 1F9AF                      ,woman with white cane: medium skin tone
👩🏽‍🦯‍➡️,1F469 1F3FD 200D 1F9AF 200D 27A1 FE0F       ,woman with white cane facing right: medium skin tone
👩🏽‍🦼,1F469 1F3FD 200D 1F9BC                      ,woman in motorized wheelchair: medium skin tone
👩🏽‍🦼‍➡️,1F469 1F3FD 200D 1F9BC 200D 27A1 FE0F       ,woman in motorized wheelchair facing right: medium skin tone
👩🏽‍🦽,1F469 1F3FD 200D 1F9BD                      ,woman in manual wheelchair: medium skin tone
👩🏽‍🦽‍➡️,1F469 1F3FD 200D 1F9BD 200D 27A1 FE0F       ,woman in manual wheelchair facing right: medium skin tone
👩🏾‍⚕️,1F469 1F3FE 200D 2695 FE0F                  ,woman health worker: medium-dark skin tone
👩🏾‍⚖️,1F469 1F3FE 200D 2696 FE0F                  ,woman judge: medium-dark skin tone
👩🏾‍✈️,1F469 1F3FE 200D 2708 FE0F                  ,woman pilot: medium-dark skin tone
👩🏾‍🌾,1F469 1F3FE 200D 1F33E                      ,woman farmer: medium-dark skin tone
👩🏾‍🍳,1F469 1F3FE 200D 1F373                      ,woman cook: medium-dark skin tone
👩🏾‍🍼,1F469 1F3FE 200D 1F37C                      ,woman feeding baby: medium-dark skin tone
👩🏾‍🎓,1F469 1F3FE 200D 1F393                      ,woman student: medium-dark skin tone
👩🏾‍🎤,1F469 1F3FE 200D 1F3A4                      ,woman singer: medium-dark skin tone
👩🏾‍🎨,1F469 1F3FE 200D 1F3A8                      ,woman artist: medium-dark skin tone
👩🏾‍🏫,1F469 1F3FE 200D 1F3EB                      ,woman teacher: medium-dark skin tone
👩🏾‍🏭,1F469 1F3FE 200D 1F3ED                      ,woman factory worker: medium-dark skin tone
👩🏾‍💻,1F469 1F3FE 200D 1F4BB                      ,woman technologist: medium-dark skin tone
👩🏾‍💼,1F469 1F3FE 200D 1F4BC                      ,woman office worker: medium-dark skin tone
👩🏾‍🔧,1F469 1F3FE 200D 1F527                      ,woman mechanic: medium-dark skin tone
👩🏾‍🔬,1F469 1F3FE 200D 1F52C                      ,woman scientist: medium-dark skin tone
👩🏾‍🚀,1F469 1F3FE 200D 1F680                      ,woman astronaut: medium-dark skin tone
👩🏾‍🚒,1F469 1F3FE 200D 1F692                      ,woman firefighter: medium-dark skin tone
👩🏾‍🦯,1F469 1F3FE 200D 1F9AF                      ,woman with white cane: medium-dark skin tone
👩🏾‍🦯‍➡️,1F469 1F3FE 200D 1F9AF 200D 27A1 FE0F       ,woman with white cane facing right: medium-dark skin tone
👩🏾‍🦼,1F469 1F3FE 200D 1F9BC                      ,woman in motorized wheelchair: medium-dark skin tone
👩🏾‍🦼‍➡️,1F469 1F3FE 200D 1F9BC 200D 27A1 FE0F       ,woman in motorized wheelchair facing right: medium-dark skin tone
👩🏾‍🦽,1F469 1F3FE 200D 1F9BD                      ,woman in manual wheelchair: medium-dark skin tone
👩🏾‍🦽‍➡️,1F469 1F3FE 200D 1F9BD 200D 27A1 FE0F       ,woman in manual wheelchair facing right: medium-dark skin tone
👩🏿‍⚕️,1F469 1F3FF 200D 2695 FE0F                  ,woman health worker: dark skin tone
👩🏿‍⚖️,1F469 1F3FF 200D 2696 FE0F                  ,woman judge: dark skin tone
👩🏿‍✈️,1F469 1F3FF 200D 2708 FE0F                  ,woman pilot: dark skin tone
👩🏿‍🌾,1F469 1F3FF 200D 1F33E                      ,woman farmer: dark skin tone
👩🏿‍🍳,1F469 1F3FF 200D 1F373                      ,woman cook: dark skin tone
👩🏿‍🍼,1F469 1F3FF 200D 1F37C                      ,woman feeding baby: dark skin tone
👩🏿‍🎓,1F469 1F3FF 200D 1F393                      ,woman student: dark skin tone
👩🏿‍🎤,1F469 1F3FF 200D 1F3A4                      ,woman singer: dark skin tone
👩🏿‍🎨,1F469 1F3FF 200D 1F3A8                      ,woman artist: dark skin tone
👩🏿‍🏫,1F469 1F3FF 200D 1F3EB                      ,woman teacher: dark skin tone
👩🏿‍🏭,1F469 1F3FF 200D 1F3ED                      ,woman factory worker: dark skin tone
👩🏿‍💻,1F469 1F3FF 200D 1F4BB                      ,woman technologist: dark skin tone
👩🏿‍💼,1F469 1F3FF 200D 1F4BC                      ,woman office worker: dark skin tone
👩🏿‍🔧,1F469 1F3FF 200D 1F527                      ,woman mechanic: dark skin tone
👩🏿‍🔬,1F469 1F3FF 200D 1F52C                      ,woman scientist: dark skin tone
👩🏿‍🚀,1F469 1F3FF 200D 1F680                      ,woman astronaut: dark skin tone
👩🏿‍🚒,1F469 1F3FF 200D 1F692                      ,woman firefighter: dark skin tone
👩🏿‍🦯,1F469 1F3FF 200D 1F9AF                      ,woman with white cane: dark skin tone
👩🏿‍🦯‍➡️,1F469 1F3FF 200D 1F9AF 200D 27A1 FE0F       ,woman with white cane facing right: dark skin tone
👩🏿‍🦼,1F469 1F3FF 200D 1F9BC                      ,woman in motorized wheelchair: dark skin tone
👩🏿‍🦼‍➡️,1F469 1F3FF 200D 1F9BC 200D 27A1 FE0F       ,woman in motorized wheelchair facing right: dark skin tone
👩🏿‍🦽,1F469 1F3FF 200D 1F9BD                      ,woman in manual wheelchair: dark skin tone
👩🏿‍🦽‍➡️,1F469 1F3FF 200D 1F9BD 200D 27A1 FE0F       ,woman in manual wheelchair facing right: dark skin tone
🚶‍➡️,1F6B6 200D 27A1 FE0F                        ,person walking facing right
🚶🏻‍➡️,1F6B6 1F3FB 200D 27A1 FE0F                  ,person walking facing right: light skin tone
🚶🏼‍➡️,1F6B6 1F3FC 200D 27A1 FE0F                  ,person walking facing right: medium-light skin tone
🚶🏽‍➡️,1F6B6 1F3FD 200D 27A1 FE0F                  ,person walking facing right: medium skin tone
🚶🏾‍➡️,1F6B6 1F3FE 200D 27A1 FE0F                  ,person walking facing right: medium-dark skin tone
🚶🏿‍➡️,1F6B6 1F3FF 200D 27A1 FE0F                  ,person walking facing right: dark skin tone
🧎‍➡️,1F9CE 200D 27A1 FE0F                        ,person kneeling facing right
🧎🏻‍➡️,1F9CE 1F3FB 200D 27A1 FE0F                  ,person kneeling facing right: light skin tone
🧎🏼‍➡️,1F9CE 1F3FC 200D 27A1 FE0F                  ,person kneeling facing right: medium-light skin tone
🧎🏽‍➡️,1F9CE 1F3FD 200D 27A1 FE0F                  ,person kneeling facing right: medium skin tone
🧎🏾‍➡️,1F9CE 1F3FE 200D 27A1 FE0F                  ,person kneeling facing right: medium-dark skin tone
🧎🏿‍➡️,1F9CE 1F3FF 200D 27A1 FE0F                  ,person kneeling facing right: dark skin tone
🧑‍⚕️,1F9D1 200D 2695 FE0F                        ,health worker
🧑‍⚖️,1F9D1 200D 2696 FE0F                        ,judge
🧑‍✈️,1F9D1 200D 2708 FE0F                        ,pilot
🧑‍🌾,1F9D1 200D 1F33E                            ,farmer
🧑‍🍳,1F9D1 200D 1F373                            ,cook
🧑‍🍼,1F9D1 200D 1F37C                            ,person feeding baby
🧑‍🎄,1F9D1 200D 1F384                            ,Mx Claus
🧑‍🎓,1F9D1 200D 1F393                            ,student
🧑‍🎤,1F9D1 200D 1F3A4                            ,singer
🧑‍🎨,1F9D1 200D 1F3A8                            ,artist
🧑‍🏫,1F9D1 200D 1F3EB                            ,teacher
🧑‍🏭,1F9D1 200D 1F3ED                            ,factory worker
🧑‍💻,1F9D1 200D 1F4BB                            ,technologist
🧑‍💼,1F9D1 200D 1F4BC                            ,office worker
🧑‍🔧,1F9D1 200D 1F527                            ,mechanic
🧑‍🔬,1F9D1 200D 1F52C                            ,scientist
🧑‍🚀,1F9D1 200D 1F680                            ,astronaut
🧑‍🚒,1F9D1 200D 1F692                            ,firefighter
🧑‍🦯,1F9D1 200D 1F9AF                            ,person with white cane
🧑‍🦯‍➡️,1F9D1 200D 1F9AF 200D 27A1 FE0F             ,person with white cane facing right
🧑‍🦼,1F9D1 200D 1F9BC                            ,person in motorized wheelchair
🧑‍🦼‍➡️,1F9D1 200D 1F9BC 200D 27A1 FE0F             ,person in motorized wheelchair facing right
🧑‍🦽,1F9D1 200D 1F9BD                            ,person in manual wheelchair
🧑‍🦽‍➡️,1F9D1 200D 1F9BD 200D 27A1 FE0F             ,person in manual wheelchair facing right
🧑🏻‍⚕️,1F9D1 1F3FB 200D 2695 FE0F                  ,health worker: light skin tone
🧑🏻‍⚖️,1F9D1 1F3FB 200D 2696 FE0F                  ,judge: light skin tone
🧑🏻‍✈️,1F9D1 1F3FB 200D 2708 FE0F                  ,pilot: light skin tone
🧑🏻‍🌾,1F9D1 1F3FB 200D 1F33E                      ,farmer: light skin tone
🧑🏻‍🍳,1F9D1 1F3FB 200D 1F373                      ,cook: light skin tone
🧑🏻‍🍼,1F9D1 1F3FB 200D 1F37C                      ,person feeding baby: light skin tone
🧑🏻‍🎄,1F9D1 1F3FB 200D 1F384                      ,Mx Claus: light skin tone
🧑🏻‍🎓,1F9D1 1F3FB 200D 1F393                      ,student: light skin tone
🧑🏻‍🎤,1F9D1 1F3FB 200D 1F3A4                      ,singer: light skin tone
🧑🏻‍🎨,1F9D1 1F3FB 200D 1F3A8                      ,artist: light skin tone
🧑🏻‍🏫,1F9D1 1F3FB 200D 1F3EB                      ,teacher: light skin tone
🧑🏻‍🏭,1F9D1 1F3FB 200D 1F3ED                      ,factory worker: light skin tone
🧑🏻‍💻,1F9D1 1F3FB 200D 1F4BB                      ,technologist: light skin tone
🧑🏻‍💼,1F9D1 1F3FB 200D 1F4BC                      ,office worker: light skin tone
🧑🏻‍🔧,1F9D1 1F3FB 200D 1F527                      ,mechanic: light skin tone
🧑🏻‍🔬,1F9D1 1F3FB 200D 1F52C                      ,scientist: light skin tone
🧑🏻‍🚀,1F9D1 1F3FB 200D 1F680                      ,astronaut: light skin tone
🧑🏻‍🚒,1F9D1 1F3FB 200D 1F692                      ,firefighter: light skin tone
🧑🏻‍🦯,1F9D1 1F3FB 200D 1F9AF                      ,person with white cane: light skin tone
🧑🏻‍🦯‍➡️,1F9D1 1F3FB 200D 1F9AF 200D 27A1 FE0F       ,person with white cane facing right: light skin tone
🧑🏻‍🦼,1F9D1 1F3FB 200D 1F9BC                      ,person in motorized wheelchair: light skin tone
🧑🏻‍🦼‍➡️,1F9D1 1F3FB 200D 1F9BC 200D 27A1 FE0F       ,person in motorized wheelchair facing right: light skin tone
🧑🏻‍🦽,1F9D1 1F3FB 200D 1F9BD                      ,person in manual wheelchair: light skin tone
🧑🏻‍🦽‍➡️,1F9D1 1F3FB 200D 1F9BD 200D 27A1 FE0F       ,person in manual wheelchair facing right: light skin tone
🧑🏼‍⚕️,1F9D1 1F3FC 200D 2695 FE0F                  ,health worker: medium-light skin tone
🧑🏼‍⚖️,1F9D1 1F3FC 200D 2696 FE0F                  ,judge: medium-light skin tone
🧑🏼‍✈️,1F9D1 1F3FC 200D 2708 FE0F                  ,pilot: medium-light skin tone
