emoji,code_points,description
🕌,1F54C                                                  ,mosque
🕍,1F54D                                                  ,synagogue
🕎,1F54E                                                  ,menorah
🕐,1F550                                                  ,one_o’clock
🕑,1F551                                                  ,two_o’clock
🕒,1F552                                                  ,three_o’clock
🕓,1F553                                                  ,four_o’clock
🕔,1F554                                                  ,five_o’clock
🕕,1F555                                                  ,six_o’clock
🕖,1F556                                                  ,seven_o’clock
🕗,1F557                                                  ,eight_o’clock
🕘,1F558                                                  ,nine_o’clock
🕙,1F559                                                  ,ten_o’clock
🕚,1F55A                                                  ,eleven_o’clock
🕛,1F55B                                                  ,twelve_o’clock
🕜,1F55C                                                  ,one-thirty
🕝,1F55D                                                  ,two-thirty
🕞,1F55E                                                  ,three-thirty
🕟,1F55F                                                  ,four-thirty
🕠,1F560                                                  ,five-thirty
🕡,1F561                                                  ,six-thirty
🕢,1F562                                                  ,seven-thirty
🕣,1F563                                                  ,eight-thirty
🕤,1F564                                                  ,nine-thirty
🕥,1F565                                                  ,ten-thirty
🕦,1F566                                                  ,eleven-thirty
🕧,1F567                                                  ,twelve-thirty
🕯,1F56F                                                  ,candle
🕯️,1F56F FE0F    ,candle
🕰,1F570                                                  ,mantelpiece_clock
🕰️,1F570 FE0F    ,mantelpiece_clock
🕳,1F573                                                  ,hole
🕳️,1F573 FE0F    ,hole
🕴,1F574                                                  ,person_in_suit_levitating
🕴️,1F574 FE0F    ,person_in_suit_levitating
🕴🏻,1F574 1F3FB   ,person_in_suit_levitating:_light_skin_tone
🕴🏼,1F574 1F3FC   ,person_in_suit_levitating:_medium-light_skin_tone
🕴🏽,1F574 1F3FD   ,person_in_suit_levitating:_medium_skin_tone
🕴🏾,1F574 1F3FE   ,person_in_suit_levitating:_medium-dark_skin_tone
🕴🏿,1F574 1F3FF   ,person_in_suit_levitating:_dark_skin_tone
🕵,1F575                                                  ,detective
🕵‍♀,1F575 200D 2640                                        ,woman_detective
🕵‍♀️,1F575 200D 2640 FE0F                                   ,woman_detective
🕵‍♂,1F575 200D 2642                                        ,man_detective
🕵‍♂️,1F575 200D 2642 FE0F                                   ,man_detective
🕵️,1F575 FE0F    ,detective
🕵️‍♀,1F575 FE0F 200D 2640                                   ,woman_detective
🕵️‍♀️,1F575 FE0F 200D 2640 FE0F                              ,woman_detective
🕵️‍♂,1F575 FE0F 200D 2642                                   ,man_detective
🕵️‍♂️,1F575 FE0F 200D 2642 FE0F                              ,man_detective
🕵🏻,1F575 1F3FB   ,detective:_light_skin_tone
🕵🏻‍♀,1F575 1F3FB 200D 2640                                  ,woman_detective:_light_skin_tone
🕵🏻‍♀️,1F575 1F3FB 200D 2640 FE0F                             ,woman_detective:_light_skin_tone
🕵🏻‍♂,1F575 1F3FB 200D 2642                                  ,man_detective:_light_skin_tone
🕵🏻‍♂️,1F575 1F3FB 200D 2642 FE0F                             ,man_detective:_light_skin_tone
🕵🏼,1F575 1F3FC   ,detective:_medium-light_skin_tone
🕵🏼‍♀,1F575 1F3FC 200D 2640                                  ,woman_detective:_medium-light_skin_tone
🕵🏼‍♀️,1F575 1F3FC 200D 2640 FE0F                             ,woman_detective:_medium-light_skin_tone
🕵🏼‍♂,1F575 1F3FC 200D 2642                                  ,man_detective:_medium-light_skin_tone
🕵🏼‍♂️,1F575 1F3FC 200D 2642 FE0F                             ,man_detective:_medium-light_skin_tone
🕵🏽,1F575 1F3FD   ,detective:_medium_skin_tone
🕵🏽‍♀,1F575 1F3FD 200D 2640                                  ,woman_detective:_medium_skin_tone
🕵🏽‍♀️,1F575 1F3FD 200D 2640 FE0F                             ,woman_detective:_medium_skin_tone
🕵🏽‍♂,1F575 1F3FD 200D 2642                                  ,man_detective:_medium_skin_tone
🕵🏽‍♂️,1F575 1F3FD 200D 2642 FE0F                             ,man_detective:_medium_skin_tone
🕵🏾,1F575 1F3FE   ,detective:_medium-dark_skin_tone
🕵🏾‍♀,1F575 1F3FE 200D 2640                                  ,woman_detective:_medium-dark_skin_tone
🕵🏾‍♀️,1F575 1F3FE 200D 2640 FE0F                             ,woman_detective:_medium-dark_skin_tone
🕵🏾‍♂,1F575 1F3FE 200D 2642                                  ,man_detective:_medium-dark_skin_tone
🕵🏾‍♂️,1F575 1F3FE 200D 2642 FE0F                             ,man_detective:_medium-dark_skin_tone
🕵🏿,1F575 1F3FF   ,detective:_dark_skin_tone
🕵🏿‍♀,1F575 1F3FF 200D 2640                                  ,woman_detective:_dark_skin_tone
🕵🏿‍♀️,1F575 1F3FF 200D 2640 FE0F                             ,woman_detective:_dark_skin_tone
🕵🏿‍♂,1F575 1F3FF 200D 2642                                  ,man_detective:_dark_skin_tone
🕵🏿‍♂️,1F575 1F3FF 200D 2642 FE0F                             ,man_detective:_dark_skin_tone
🕶,1F576                                                  ,sunglasses
🕶️,1F576 FE0F    ,sunglasses
🕷,1F577                                                  ,spider
🕷️,1F577 FE0F    ,spider
🕸,1F578                                                  ,spider_web
🕸️,1F578 FE0F    ,spider_web
🕹,1F579                                                  ,joystick
🕹️,1F579 FE0F    ,joystick
🕺,1F57A         ,man_dancing
🕺🏻,1F57A 1F3FB   ,man_dancing:_light_skin_tone
🕺🏼,1F57A 1F3FC   ,man_dancing:_medium-light_skin_tone
🕺🏽,1F57A 1F3FD   ,man_dancing:_medium_skin_tone
🕺🏾,1F57A 1F3FE   ,man_dancing:_medium-dark_skin_tone
🕺🏿,1F57A 1F3FF   ,man_dancing:_dark_skin_tone
🖇,1F587                                                  ,linked_paperclips
🖇️,1F587 FE0F    ,linked_paperclips
🖊,1F58A                                                  ,pen
🖊️,1F58A FE0F    ,pen
🖋,1F58B                                                  ,fountain_pen
🖋️,1F58B FE0F    ,fountain_pen
🖌,1F58C                                                  ,paintbrush
🖌️,1F58C FE0F    ,paintbrush
🖍,1F58D                                                  ,crayon
🖍️,1F58D FE0F    ,crayon
🖐,1F590                                                  ,hand_with_fingers_splayed
🖐️,1F590 FE0F    ,hand_with_fingers_splayed
🖐🏻,1F590 1F3FB   ,hand_with_fingers_splayed:_light_skin_tone
🖐🏼,1F590 1F3FC   ,hand_with_fingers_splayed:_medium-light_skin_tone
🖐🏽,1F590 1F3FD   ,hand_with_fingers_splayed:_medium_skin_tone
🖐🏾,1F590 1F3FE   ,hand_with_fingers_splayed:_medium-dark_skin_tone
🖐🏿,1F590 1F3FF   ,hand_with_fingers_splayed:_dark_skin_tone
🖕,1F595                                                  ,middle_finger
🖕🏻,1F595 1F3FB   ,middle_finger:_light_skin_tone
🖕🏼,1F595 1F3FC   ,middle_finger:_medium-light_skin_tone
🖕🏽,1F595 1F3FD   ,middle_finger:_medium_skin_tone
🖕🏾,1F595 1F3FE   ,middle_finger:_medium-dark_skin_tone
🖕🏿,1F595 1F3FF   ,middle_finger:_dark_skin_tone
🖖,1F596                                                  ,vulcan_salute
🖖🏻,1F596 1F3FB   ,vulcan_salute:_light_skin_tone
🖖🏼,1F596 1F3FC   ,vulcan_salute:_medium-light_skin_tone
🖖🏽,1F596 1F3FD   ,vulcan_salute:_medium_skin_tone
🖖🏾,1F596 1F3FE   ,vulcan_salute:_medium-dark_skin_tone
🖖🏿,1F596 1F3FF   ,vulcan_salute:_dark_skin_tone
🖤,1F5A4         ,black_heart
🖥,1F5A5                                                  ,desktop_computer
🖥️,1F5A5 FE0F    ,desktop_computer
🖨,1F5A8                                                  ,printer
🖨️,1F5A8 FE0F    ,printer
🖱,1F5B1                                                  ,computer_mouse
🖱️,1F5B1 FE0F    ,computer_mouse
🖲,1F5B2                                                  ,trackball
🖲️,1F5B2 FE0F    ,trackball
🖼,1F5BC                                                  ,framed_picture
🖼️,1F5BC FE0F    ,framed_picture
🗂,1F5C2                                                  ,card_index_dividers
🗂️,1F5C2 FE0F    ,card_index_dividers
🗃,1F5C3                                                  ,card_file_box
🗃️,1F5C3 FE0F    ,card_file_box
🗄,1F5C4                                                  ,file_cabinet
🗄️,1F5C4 FE0F    ,file_cabinet
🗑,1F5D1                                                  ,wastebasket
🗑️,1F5D1 FE0F    ,wastebasket
🗒,1F5D2                                                  ,spiral_notepad
🗒️,1F5D2 FE0F    ,spiral_notepad
🗓,1F5D3                                                  ,spiral_calendar
🗓️,1F5D3 FE0F    ,spiral_calendar
🗜,1F5DC                                                  ,clamp
🗜️,1F5DC FE0F    ,clamp
🗝,1F5DD                                                  ,old_key
🗝️,1F5DD FE0F    ,old_key
🗞,1F5DE                                                  ,rolled-up_newspaper
🗞️,1F5DE FE0F    ,rolled-up_newspaper
🗡,1F5E1                                                  ,dagger
🗡️,1F5E1 FE0F    ,dagger
🗣,1F5E3                                                  ,speaking_head
🗣️,1F5E3 FE0F    ,speaking_head
🗨,1F5E8                                                  ,left_speech_bubble
🗨️,1F5E8 FE0F    ,left_speech_bubble
🗯,1F5EF                                                  ,right_anger_bubble
🗯️,1F5EF FE0F    ,right_anger_bubble
🗳,1F5F3                                                  ,ballot_box_with_ballot
🗳️,1F5F3 FE0F    ,ballot_box_with_ballot
🗺,1F5FA                                                  ,world_map
🗺️,1F5FA FE0F    ,world_map
🗻,1F5FB                                                  ,mount_fuji
🗼,1F5FC                                                  ,Tokyo_tower
🗽,1F5FD                                                  ,Statue_of_Liberty
🗾,1F5FE                                                  ,map_of_Japan
🗿,1F5FF                                                  ,moai
😀,1F600         ,grinning_face
😁,1F601                                                  ,beaming_face_with_smiling_eyes
😂,1F602                                                  ,face_with_tears_of_joy
😃,1F603                                                  ,grinning_face_with_big_eyes
😄,1F604                                                  ,grinning_face_with_smiling_eyes
😅,1F605                                                  ,grinning_face_with_sweat
😆,1F606                                                  ,grinning_squinting_face
😇,1F607                                                  ,smiling_face_with_halo
😈,1F608                                                  ,smiling_face_with_horns
😉,1F609                                                  ,winking_face
😊,1F60A                                                  ,smiling_face_with_smiling_eyes
😋,1F60B                                                  ,face_savoring_food
😌,1F60C                                                  ,relieved_face
😍,1F60D                                                  ,smiling_face_with_heart-eyes
😎,1F60E         ,smiling_face_with_sunglasses
😏,1F60F         ,smirking_face
😐,1F610         ,neutral_face
😑,1F611         ,expressionless_face
😒,1F612                                                  ,unamused_face
😓,1F613                                                  ,downcast_face_with_sweat
😔,1F614                                                  ,pensive_face
😕,1F615         ,confused_face
😖,1F616         ,confounded_face
😗,1F617         ,kissing_face
😘,1F618         ,face_blowing_a_kiss
😙,1F619         ,kissing_face_with_smiling_eyes
😚,1F61A         ,kissing_face_with_closed_eyes
😛,1F61B         ,face_with_tongue
😜,1F61C                                                  ,winking_face_with_tongue
😝,1F61D                                                  ,squinting_face_with_tongue
😞,1F61E                                                  ,disappointed_face
😟,1F61F         ,worried_face
😠,1F620                                                  ,angry_face
😡,1F621                                                  ,enraged_face
😢,1F622                                                  ,crying_face
😣,1F623                                                  ,persevering_face
😤,1F624                                                  ,face_with_steam_from_nose
😥,1F625                                                  ,sad_but_relieved_face
😦,1F626                                                  ,frowning_face_with_open_mouth
😧,1F627                                                  ,anguished_face
😨,1F628                                                  ,fearful_face
😩,1F629                                                  ,weary_face
😪,1F62A                                                  ,sleepy_face
😫,1F62B                                                  ,tired_face
😬,1F62C         ,grimacing_face
😭,1F62D         ,loudly_crying_face
😮,1F62E                                                  ,face_with_open_mouth
😮‍💨,1F62E 200D 1F4A8                                       ,face_exhaling
😯,1F62F                                                  ,hushed_face
😰,1F630                                                  ,anxious_face_with_sweat
😱,1F631                                                  ,face_screaming_in_fear
😲,1F632                                                  ,astonished_face
😳,1F633                                                  ,flushed_face
😴,1F634         ,sleeping_face
😵,1F635         ,face_with_crossed-out_eyes
😵‍💫,1F635 200D 1F4AB                                       ,face_with_spiral_eyes
😶,1F636         ,face_without_mouth
😶‍🌫,1F636 200D 1F32B                                       ,face_in_clouds
😶‍🌫️,1F636 200D 1F32B FE0F                                  ,face_in_clouds
😷,1F637                                                  ,face_with_medical_mask
😸,1F638                                                  ,grinning_cat_with_smiling_eyes
😹,1F639                                                  ,cat_with_tears_of_joy
😺,1F63A                                                  ,grinning_cat
😻,1F63B                                                  ,smiling_cat_with_heart-eyes
😼,1F63C                                                  ,cat_with_wry_smile
😽,1F63D                                                  ,kissing_cat
😾,1F63E                                                  ,pouting_cat
😿,1F63F                                                  ,crying_cat
🙀,1F640                                                  ,weary_cat
🙁,1F641                                                  ,slightly_frowning_face
🙂,1F642                                                  ,slightly_smiling_face
🙂‍↔,1F642 200D 2194                                        ,head_shaking_horizontally
🙂‍↔️,1F642 200D 2194 FE0F                                   ,head_shaking_horizontally
🙂‍↕,1F642 200D 2195                                        ,head_shaking_vertically
🙂‍↕️,1F642 200D 2195 FE0F                                   ,head_shaking_vertically
🙃,1F643                                                  ,upside-down_face
🙄,1F644                                                  ,face_with_rolling_eyes
🙅,1F645                                                  ,person_gesturing_NO
🙅‍♀,1F645 200D 2640                                        ,woman_gesturing_NO
🙅‍♀️,1F645 200D 2640 FE0F                                   ,woman_gesturing_NO
🙅‍♂,1F645 200D 2642                                        ,man_gesturing_NO
🙅‍♂️,1F645 200D 2642 FE0F                                   ,man_gesturing_NO
🙅🏻,1F645 1F3FB   ,person_gesturing_NO:_light_skin_tone
🙅🏻‍♀,1F645 1F3FB 200D 2640                                  ,woman_gesturing_NO:_light_skin_tone
🙅🏻‍♀️,1F645 1F3FB 200D 2640 FE0F                             ,woman_gesturing_NO:_light_skin_tone
🙅🏻‍♂,1F645 1F3FB 200D 2642                                  ,man_gesturing_NO:_light_skin_tone
🙅🏻‍♂️,1F645 1F3FB 200D 2642 FE0F                             ,man_gesturing_NO:_light_skin_tone
🙅🏼,1F645 1F3FC   ,person_gesturing_NO:_medium-light_skin_tone
🙅🏼‍♀,1F645 1F3FC 200D 2640                                  ,woman_gesturing_NO:_medium-light_skin_tone
🙅🏼‍♀️,1F645 1F3FC 200D 2640 FE0F                             ,woman_gesturing_NO:_medium-light_skin_tone
🙅🏼‍♂,1F645 1F3FC 200D 2642                                  ,man_gesturing_NO:_medium-light_skin_tone
🙅🏼‍♂️,1F645 1F3FC 200D 2642 FE0F                             ,man_gesturing_NO:_medium-light_skin_tone
🙅🏽,1F645 1F3FD   ,person_gesturing_NO:_medium_skin_tone
🙅🏽‍♀,1F645 1F3FD 200D 2640                                  ,woman_gesturing_NO:_medium_skin_tone
🙅🏽‍♀️,1F645 1F3FD 200D 2640 FE0F                             ,woman_gesturing_NO:_medium_skin_tone
🙅🏽‍♂,1F645 1F3FD 200D 2642                                  ,man_gesturing_NO:_medium_skin_tone
🙅🏽‍♂️,1F645 1F3FD 200D 2642 FE0F                             ,man_gesturing_NO:_medium_skin_tone
🙅🏾,1F645 1F3FE   ,person_gesturing_NO:_medium-dark_skin_tone
🙅🏾‍♀,1F645 1F3FE 200D 2640                                  ,woman_gesturing_NO:_medium-dark_skin_tone
🙅🏾‍♀️,1F645 1F3FE 200D 2640 FE0F                             ,woman_gesturing_NO:_medium-dark_skin_tone
🙅🏾‍♂,1F645 1F3FE 200D 2642                                  ,man_gesturing_NO:_medium-dark_skin_tone
🙅🏾‍♂️,1F645 1F3FE 200D 2642 FE0F                             ,man_gesturing_NO:_medium-dark_skin_tone
🙅🏿,1F645 1F3FF   ,person_gesturing_NO:_dark_skin_tone
🙅🏿‍♀,1F645 1F3FF 200D 2640                                  ,woman_gesturing_NO:_dark_skin_tone
🙅🏿‍♀️,1F645 1F3FF 200D 2640 FE0F                             ,woman_gesturing_NO:_dark_skin_tone
🙅🏿‍♂,1F645 1F3FF 200D 2642                                  ,man_gesturing_NO:_dark_skin_tone
🙅🏿‍♂️,1F645 1F3FF 200D 2642 FE0F                             ,man_gesturing_NO:_dark_skin_tone
🙆,1F646                                                  ,person_gesturing_OK
🙆‍♀,1F646 200D 2640                                        ,woman_gesturing_OK
🙆‍♀️,1F646 200D 2640 FE0F                                   ,woman_gesturing_OK
🙆‍♂,1F646 200D 2642                                        ,man_gesturing_OK
🙆‍♂️,1F646 200D 2642 FE0F                                   ,man_gesturing_OK
🙆🏻,1F646 1F3FB   ,person_gesturing_OK:_light_skin_tone
🙆🏻‍♀,1F646 1F3FB 200D 2640                                  ,woman_gesturing_OK:_light_skin_tone
🙆🏻‍♀️,1F646 1F3FB 200D 2640 FE0F                             ,woman_gesturing_OK:_light_skin_tone
🙆🏻‍♂,1F646 1F3FB 200D 2642                                  ,man_gesturing_OK:_light_skin_tone
🙆🏻‍♂️,1F646 1F3FB 200D 2642 FE0F                             ,man_gesturing_OK:_light_skin_tone
🙆🏼,1F646 1F3FC   ,person_gesturing_OK:_medium-light_skin_tone
🙆🏼‍♀,1F646 1F3FC 200D 2640                                  ,woman_gesturing_OK:_medium-light_skin_tone
🙆🏼‍♀️,1F646 1F3FC 200D 2640 FE0F                             ,woman_gesturing_OK:_medium-light_skin_tone
🙆🏼‍♂,1F646 1F3FC 200D 2642                                  ,man_gesturing_OK:_medium-light_skin_tone
🙆🏼‍♂️,1F646 1F3FC 200D 2642 FE0F                             ,man_gesturing_OK:_medium-light_skin_tone
🙆🏽,1F646 1F3FD   ,person_gesturing_OK:_medium_skin_tone
🙆🏽‍♀,1F646 1F3FD 200D 2640                                  ,woman_gesturing_OK:_medium_skin_tone
🙆🏽‍♀️,1F646 1F3FD 200D 2640 FE0F                             ,woman_gesturing_OK:_medium_skin_tone
🙆🏽‍♂,1F646 1F3FD 200D 2642                                  ,man_gesturing_OK:_medium_skin_tone
🙆🏽‍♂️,1F646 1F3FD 200D 2642 FE0F                             ,man_gesturing_OK:_medium_skin_tone
🙆🏾,1F646 1F3FE   ,person_gesturing_OK:_medium-dark_skin_tone
🙆🏾‍♀,1F646 1F3FE 200D 2640                                  ,woman_gesturing_OK:_medium-dark_skin_tone
🙆🏾‍♀️,1F646 1F3FE 200D 2640 FE0F                             ,woman_gesturing_OK:_medium-dark_skin_tone
🙆🏾‍♂,1F646 1F3FE 200D 2642                                  ,man_gesturing_OK:_medium-dark_skin_tone
🙆🏾‍♂️,1F646 1F3FE 200D 2642 FE0F                             ,man_gesturing_OK:_medium-dark_skin_tone
🙆🏿,1F646 1F3FF   ,person_gesturing_OK:_dark_skin_tone
🙆🏿‍♀,1F646 1F3FF 200D 2640                                  ,woman_gesturing_OK:_dark_skin_tone
🙆🏿‍♀️,1F646 1F3FF 200D 2640 FE0F                             ,woman_gesturing_OK:_dark_skin_tone
🙆🏿‍♂,1F646 1F3FF 200D 2642                                  ,man_gesturing_OK:_dark_skin_tone
🙆🏿‍♂️,1F646 1F3FF 200D 2642 FE0F                             ,man_gesturing_OK:_dark_skin_tone
🙇,1F647                                                  ,person_bowing
🙇‍♀,1F647 200D 2640                                        ,woman_bowing
🙇‍♀️,1F647 200D 2640 FE0F                                   ,woman_bowing
🙇‍♂,1F647 200D 2642                                        ,man_bowing
🙇‍♂️,1F647 200D 2642 FE0F                                   ,man_bowing
🙇🏻,1F647 1F3FB   ,person_bowing:_light_skin_tone
🙇🏻‍♀,1F647 1F3FB 200D 2640                                  ,woman_bowing:_light_skin_tone
🙇🏻‍♀️,1F647 1F3FB 200D 2640 FE0F                             ,woman_bowing:_light_skin_tone
🙇🏻‍♂,1F647 1F3FB 200D 2642                                  ,man_bowing:_light_skin_tone
🙇🏻‍♂️,1F647 1F3FB 200D 2642 FE0F                             ,man_bowing:_light_skin_tone
🙇🏼,1F647 1F3FC   ,person_bowing:_medium-light_skin_tone
🙇🏼‍♀,1F647 1F3FC 200D 2640                                  ,woman_bowing:_medium-light_skin_tone
🙇🏼‍♀️,1F647 1F3FC 200D 2640 FE0F                             ,woman_bowing:_medium-light_skin_tone
🙇🏼‍♂,1F647 1F3FC 200D 2642                                  ,man_bowing:_medium-light_skin_tone
🙇🏼‍♂️,1F647 1F3FC 200D 2642 FE0F                             ,man_bowing:_medium-light_skin_tone
🙇🏽,1F647 1F3FD   ,person_bowing:_medium_skin_tone
🙇🏽‍♀,1F647 1F3FD 200D 2640                                  ,woman_bowing:_medium_skin_tone
🙇🏽‍♀️,1F647 1F3FD 200D 2640 FE0F                             ,woman_bowing:_medium_skin_tone
🙇🏽‍♂,1F647 1F3FD 200D 2642                                  ,man_bowing:_medium_skin_tone
🙇🏽‍♂️,1F647 1F3FD 200D 2642 FE0F                             ,man_bowing:_medium_skin_tone
🙇🏾,1F647 1F3FE   ,person_bowing:_medium-dark_skin_tone
🙇🏾‍♀,1F647 1F3FE 200D 2640                                  ,woman_bowing:_medium-dark_skin_tone
🙇🏾‍♀️,1F647 1F3FE 200D 2640 FE0F                             ,woman_bowing:_medium-dark_skin_tone
🙇🏾‍♂,1F647 1F3FE 200D 2642                                  ,man_bowing:_medium-dark_skin_tone
🙇🏾‍♂️,1F647 1F3FE 200D 2642 FE0F                             ,man_bowing:_medium-dark_skin_tone
🙇🏿,1F647 1F3FF   ,person_bowing:_dark_skin_tone
🙇🏿‍♀,1F647 1F3FF 200D 2640                                  ,woman_bowing:_dark_skin_tone
🙇🏿‍♀️,1F647 1F3FF 200D 2640 FE0F                             ,woman_bowing:_dark_skin_tone
🙇🏿‍♂,1F647 1F3FF 200D 2642                                  ,man_bowing:_dark_skin_tone
🙇🏿‍♂️,1F647 1F3FF 200D 2642 FE0F                             ,man_bowing:_dark_skin_tone
🙈,1F648                                                  ,see-no-evil_monkey
🙉,1F649                                                  ,hear-no-evil_monkey
🙊,1F64A                                                  ,speak-no-evil_monkey
🙋,1F64B                                                  ,person_raising_hand
🙋‍♀,1F64B 200D 2640                                        ,woman_raising_hand
🙋‍♀️,1F64B 200D 2640 FE0F                                   ,woman_raising_hand
🙋‍♂,1F64B 200D 2642                                        ,man_raising_hand
🙋‍♂️,1F64B 200D 2642 FE0F                                   ,man_raising_hand
🙋🏻,1F64B 1F3FB   ,person_raising_hand:_light_skin_tone
🙋🏻‍♀,1F64B 1F3FB 200D 2640                                  ,woman_raising_hand:_light_skin_tone
🙋🏻‍♀️,1F64B 1F3FB 200D 2640 FE0F                             ,woman_raising_hand:_light_skin_tone
🙋🏻‍♂,1F64B 1F3FB 200D 2642                                  ,man_raising_hand:_light_skin_tone
🙋🏻‍♂️,1F64B 1F3FB 200D 2642 FE0F                             ,man_raising_hand:_light_skin_tone
🙋🏼,1F64B 1F3FC   ,person_raising_hand:_medium-light_skin_tone
🙋🏼‍♀,1F64B 1F3FC 200D 2640                                  ,woman_raising_hand:_medium-light_skin_tone
🙋🏼‍♀️,1F64B 1F3FC 200D 2640 FE0F                             ,woman_raising_hand:_medium-light_skin_tone
🙋🏼‍♂,1F64B 1F3FC 200D 2642                                  ,man_raising_hand:_medium-light_skin_tone
🙋🏼‍♂️,1F64B 1F3FC 200D 2642 FE0F                             ,man_raising_hand:_medium-light_skin_tone
🙋🏽,1F64B 1F3FD   ,person_raising_hand:_medium_skin_tone
🙋🏽‍♀,1F64B 1F3FD 200D 2640                                  ,woman_raising_hand:_medium_skin_tone
🙋🏽‍♀️,1F64B 1F3FD 200D 2640 FE0F                             ,woman_raising_hand:_medium_skin_tone
🙋🏽‍♂,1F64B 1F3FD 200D 2642                                  ,man_raising_hand:_medium_skin_tone
🙋🏽‍♂️,1F64B 1F3FD 200D 2642 FE0F                             ,man_raising_hand:_medium_skin_tone
🙋🏾,1F64B 1F3FE   ,person_raising_hand:_medium-dark_skin_tone
🙋🏾‍♀,1F64B 1F3FE 200D 2640                                  ,woman_raising_hand:_medium-dark_skin_tone
🙋🏾‍♀️,1F64B 1F3FE 200D 2640 FE0F                             ,woman_raising_hand:_medium-dark_skin_tone
🙋🏾‍♂,1F64B 1F3FE 200D 2642                                  ,man_raising_hand:_medium-dark_skin_tone
🙋🏾‍♂️,1F64B 1F3FE 200D 2642 FE0F                             ,man_raising_hand:_medium-dark_skin_tone
🙋🏿,1F64B 1F3FF   ,person_raising_hand:_dark_skin_tone
🙋🏿‍♀,1F64B 1F3FF 200D 2640                                  ,woman_raising_hand:_dark_skin_tone
🙋🏿‍♀️,1F64B 1F3FF 200D 2640 FE0F                             ,woman_raising_hand:_dark_skin_tone
🙋🏿‍♂,1F64B 1F3FF 200D 2642                                  ,man_raising_hand:_dark_skin_tone
🙋🏿‍♂️,1F64B 1F3FF 200D 2642 FE0F                             ,man_raising_hand:_dark_skin_tone
🙌,1F64C                                                  ,raising_hands
🙌🏻,1F64C 1F3FB   ,raising_hands:_light_skin_tone
🙌🏼,1F64C 1F3FC   ,raising_hands:_medium-light_skin_tone
🙌🏽,1F64C 1F3FD   ,raising_hands:_medium_skin_tone
🙌🏾,1F64C 1F3FE   ,raising_hands:_medium-dark_skin_tone
🙌🏿,1F64C 1F3FF   ,raising_hands:_dark_skin_tone
🙍,1F64D                                                  ,person_frowning
🙍‍♀,1F64D 200D 2640                                        ,woman_frowning
🙍‍♀️,1F64D 200D 2640 FE0F                                   ,woman_frowning
🙍‍♂,1F64D 200D 2642                                        ,man_frowning
🙍‍♂️,1F64D 200D 2642 FE0F                                   ,man_frowning
🙍🏻,1F64D 1F3FB   ,person_frowning:_light_skin_tone
🙍🏻‍♀,1F64D 1F3FB 200D 2640                                  ,woman_frowning:_light_skin_tone
🙍🏻‍♀️,1F64D 1F3FB 200D 2640 FE0F                             ,woman_frowning:_light_skin_tone
🙍🏻‍♂,1F64D 1F3FB 200D 2642                                  ,man_frowning:_light_skin_tone
🙍🏻‍♂️,1F64D 1F3FB 200D 2642 FE0F                             ,man_frowning:_light_skin_tone
🙍🏼,1F64D 1F3FC   ,person_frowning:_medium-light_skin_tone
🙍🏼‍♀,1F64D 1F3FC 200D 2640                                  ,woman_frowning:_medium-light_skin_tone
🙍🏼‍♀️,1F64D 1F3FC 200D 2640 FE0F                             ,woman_frowning:_medium-light_skin_tone
🙍🏼‍♂,1F64D 1F3FC 200D 2642                                  ,man_frowning:_medium-light_skin_tone
🙍🏼‍♂️,1F64D 1F3FC 200D 2642 FE0F                             ,man_frowning:_medium-light_skin_tone
🙍🏽,1F64D 1F3FD   ,person_frowning:_medium_skin_tone
🙍🏽‍♀,1F64D 1F3FD 200D 2640                                  ,woman_frowning:_medium_skin_tone
🙍🏽‍♀️,1F64D 1F3FD 200D 2640 FE0F                             ,woman_frowning:_medium_skin_tone
🙍🏽‍♂,1F64D 1F3FD 200D 2642                                  ,man_frowning:_medium_skin_tone
🙍🏽‍♂️,1F64D 1F3FD 200D 2642 FE0F                             ,man_frowning:_medium_skin_tone
🙍🏾,1F64D 1F3FE   ,person_frowning:_medium-dark_skin_tone
🙍🏾‍♀,1F64D 1F3FE 200D 2640                                  ,woman_frowning:_medium-dark_skin_tone
🙍🏾‍♀️,1F64D 1F3FE 200D 2640 FE0F                             ,woman_frowning:_medium-dark_skin_tone
🙍🏾‍♂,1F64D 1F3FE 200D 2642                                  ,man_frowning:_medium-dark_skin_tone
🙍🏾‍♂️,1F64D 1F3FE 200D 2642 FE0F                             ,man_frowning:_medium-dark_skin_tone
🙍🏿,1F64D 1F3FF   ,person_frowning:_dark_skin_tone
🙍🏿‍♀,1F64D 1F3FF 200D 2640                                  ,woman_frowning:_dark_skin_tone
🙍🏿‍♀️,1F64D 1F3FF 200D 2640 FE0F                             ,woman_frowning:_dark_skin_tone
🙍🏿‍♂,1F64D 1F3FF 200D 2642                                  ,man_frowning:_dark_skin_tone
🙍🏿‍♂️,1F64D 1F3FF 200D 2642 FE0F                             ,man_frowning:_dark_skin_tone
🙎,1F64E                                                  ,person_pouting
🙎‍♀,1F64E 200D 2640                                        ,woman_pouting
🙎‍♀️,1F64E 200D 2640 FE0F                                   ,woman_pouting
🙎‍♂,1F64E 200D 2642                                        ,man_pouting
🙎‍♂️,1F64E 200D 2642 FE0F                                   ,man_pouting
🙎🏻,1F64E 1F3FB   ,person_pouting:_light_skin_tone
🙎🏻‍♀,1F64E 1F3FB 200D 2640                                  ,woman_pouting:_light_skin_tone
